encountered_week,residence_neighborhood_district_name,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2019-W12,Southeast,Flu_A_H1,52.8785189869132,18470261.9387823,7.44872922226502e-09,0.000151385929420242,3.05220756295148,0.000151407751931385
2019-W13,Southeast,Flu_A_H1,1110.28641883625,16293150544.4373,9.56078113482467e-10,7.56597644200306e-05,5.93313836599593,7.56722194555546e-05
2019-W14,Southeast,Flu_A_H1,38378.3986149549,38955343164374.8,1.21990445272353e-10,3.78099988500516e-05,11.5999406120119,3.7817005653936e-05
2019-W15,Southeast,Flu_A_H1,2184027.31476157,252461126826616000,1.54999314553485e-11,1.88939001088295e-05,22.7719610307699,1.88977958634477e-05
2019-W16,Southeast,Flu_A_H1,204628652.015521,4.43524322088666e+21,1.96330996085364e-12,9.44094453005408e-06,44.838027542256,9.44308959564371e-06
2019-W17,Southeast,Flu_A_H1,31567019154.815,2.11236719468529e+26,2.48104749776762e-13,4.71734602216693e-06,88.4874004093242,4.71851749583873e-06
2019-W18,Southeast,Flu_A_H1,8018205760137.91,2.72759643976371e+31,3.12967584731426e-14,2.35707975984448e-06,174.938784102951,2.35771508255808e-06
2019-W19,Southeast,Flu_A_H1,3353614146172050,9.54942494998931e+36,3.94228019926535e-15,1.17773875393596e-06,346.339990102368,1.17808124705367e-06
2019-W04,Southwest,Flu_A_H1,0.0651782360208956,0.0970147947721486,0.00435498625437214,0.0363478475045104,0.302848645892892,0.0363490061525724
2019-W05,Southwest,Flu_A_H1,0.0477471258880395,0.0587137792407802,0.00457708801852356,0.0301250128853882,0.197972618463224,0.0301258383579347
2019-W06,Southwest,Flu_A_H1,0.0362325003848865,0.0381095397151902,0.00458583563204429,0.0249654125698069,0.135726944058708,0.0249660175164534
2019-W07,Southwest,Flu_A_H1,0.0284801024421368,0.0269464484984955,0.00430477998056991,0.0206877875121166,0.0992951377311511,0.020688249983604
2019-W08,Southwest,Flu_A_H1,0.0231876093096686,0.0211233752348608,0.00372603545512196,0.0171413415850797,0.0787605821761027,0.0171417124581947
2019-W09,Southwest,Flu_A_H1,0.0195535469893121,0.0185072643061428,0.00295378932328098,0.0142011665817926,0.0681898721925608,0.0142014784859317
2019-W10,Southwest,Flu_A_H1,0.0170779077555202,0.0179731972041227,0.00215931713097871,0.0117636200144638,0.0639990880688612,0.0117638948889191
2019-W11,Southwest,Flu_A_H1,0.0154481891672058,0.0190084853135895,0.00147915191570546,0.00974295573600966,0.0640782747343865,0.00974320790064756
2019-W12,Southwest,Flu_A_H1,0.0144730186874109,0.0215539573416453,0.00096603780387204,0.00806816881843085,0.0672689529958364,0.00806840612156326
2019-W13,Southwest,Flu_A_H1,0.0140442288134231,0.0259708528681069,0.000610083141782801,0.00668045284096534,0.0730106180784347,0.00668067851049288
2019-W14,Southwest,Flu_A_H1,0.0141160697267725,0.0331468325016191,0.00037634050948661,0.00553088043951684,0.0811085196177701,0.00553109519097086
2019-W15,Southwest,Flu_A_H1,0.0146970673803561,0.0448268111886382,0.000228326422254501,0.00457881147978364,0.0916004464760818,0.00457901494952461
2019-W16,Southwest,Flu_A_H1,0.0158514135108451,0.0643668563249561,0.000136874666344249,0.00379042754119805,0.104685415180865,0.00379061912676732
2019-W17,Southwest,Flu_A_H1,0.0177112658414873,0.0983929003414441,8.13301855546247e-05,0.00313769715955734,0.120693575567091,0.00313787631324588
2019-W18,Southwest,Flu_A_H1,0.0205019706303238,0.160527775786156,4.80052261232829e-05,0.00259733298219701,0.14007440156969,0.00259749936889654
2019-W19,Southwest,Flu_A_H1,0.0245880318050456,0.280116426301485,2.81903772180938e-05,0.00215001879949789,0.163399799249206,0.00215017233697738
